"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting Price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Tat Wong Kung Fu","http://www.tatwong.com/index.html","info@tatwong.com","25 43rd Ave","San Mateo",94403,"650-341-9292","Classes for children ages 4 and up, are organized by age and skill level and are offered at convenient times throughout the week and on weekends.Your child will develop concentration, confidence, discipline and respect, while building physical fitness, coordination, and self-defense skills in our safe, fun and positive environment.","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"online","https://www.facebook.com/pages/Tat-Wong-Kung-Fu-International/686380704759818?ref=br_rs","Y","https://scontent-a-atl.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/1606892_686384044759484_849970600_n.png?oh=36dbb3ced726e51b76ca58a647e273e3&oe=5511CC6D","https://www.facebook.com/686380704759818/photos/pcb.804343119630242/804341569630397/?type=1&theater"
"Mountain Storm Jiujitsu","http://www.mountainstormjujitsu.com","mtstorm@att.net","598 S. Washington St","Sonora",95370,"209-533-3929","Mountain Storm Jiu Jitsu is about Promoting peaceful resolution of conflict, Learning order through understanding,Teaching non-violent alternatives,Teaching non-violent alternatives,Encouraging young people to question playing at war to bring about peace","CA",4,18,"YES","YES","YES","Martial Arts",,,,76,"per_month","phone","https://www.facebook.com/pages/Mountain-Storm-Jujitsu/105190422851478","N","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1916640_105192112851309_292056_n.jpg?oh=830afb6d1d921c6d680e06f0fc54b6b5&oe=550935D2&__gda__=1428135295_4f9e539a540d83b2b9eccb5dcfc3a12d","http://www.mountainstormjujitsu.com/wp-content/uploads/2014/09/IMG_1064.109140849_large.jpg"
"Bruddas Brazilian Jiu Jitsu","http://www.bruddasbjj.com","bruddasbjj@yahoo.com","9223 Folsom Blvd","Sacramento",95826,"916-369-2384","Welcome to Bruddas Brazilian Jiu Jitsu.  Whether you're a beginner or seasoned martial arts practioner, we're here to assist you in effectively reaching your goals.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/bruddasbjj","N","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/1530550_698900623465710_3391351002070710674_n.jpg?oh=44bb2782cc751d00849b04cb006afd1e&oe=551514B3&__gda__=1426789928_f4e3a8e235354271641e105b7ce4eaed","https://scontent-a-atl.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10423283_736452403043865_508571644605760943_n.jpg?oh=f5be152d7de09779ec3a2f8370d6a35e&oe=5519DCFB"
"Dawn Barnes Karate Kids","http://www.karatekids.net","tony@karatekids.net","3015 Wilshire Blvd","Santa Monica",90403,"310-499-1700","Classes at Karate Kids focus on developing RESPECT, FOCUS, and COURAGE…all the skills our kids need to take care of themselves one day.","CA",2,15,"YES","YES","YES","Martial Arts",,,,,,"online","https://www.facebook.com/dbkaratekids",,"http://www.karatekids.net/wp-content/uploads/2014/10/masthead31.png","https://scontent-b-atl.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10320434_721510614559365_1722733862878849788_n.png?oh=062201c62a3710e9ea1f95fb96ce37a0&oe=55136B99"
"Gerry Blanck's Martial Arts","http://gerryblanck.com","gblanck458@aol.com","881 Alma Reel Dr","Pacific Palisades",90272,"310-573-1985","Visit us at gerryblanck.com We have Karate classes six days a week for kids ages 3 1/2-5yrs old, Kids ages 6 and up, teens 13 and up and adults for white belt all the way through black belt.","CA",3,18,"YES","YES","YES","Martial Arts",,,,,,"online","https://www.facebook.com/pages/Gerry-Blancks-Martial-Arts-Center/123808417203?sk=info&tab=overview","Y","http://gerryblanck.com/wp-content/themes/revolution_business-10/images/logo.png?d16400","https://www.facebook.com/pages/Gerry-Blancks-Martial-Arts-Center/123808417203"
"Korean Martial Arts Academy","http://www.koreanmartialartsusa.com","grandmasterkim@yahoo.com","3702 Portola Drive","Santa Cruz",95062,"831-476-5555","Grandmaster Jin and his staff specialize in working with children. Classes are divided by age and skill to provide the best possible match of teaching style to student needs. All children are taught at their own pace to develop their present capabilities and bring out their maximum potential.","CA",3,18,"YES","YES",,"Martial Arts",,,,,,"phone",,,"http://www.koreanmartialartsusa.com/wp-content/themes/kmatheme/kma_logo.png",
"Blue Dragon Martial Arts","http://bdmartialarts.com","info@bdmartialarts.com","1485 N. Milpitas Blvd","Milpitas",95035,"408-946-1888","Over the last 14 years we have developed 3 programs, according to age, so your child will get the most out of every class. Our style covers mainly Karate for stand-up, Jiu Jitsu for the ground, and Arnis for weapons. We are also the only place to offer a special ""kid friendly"" version of 10th Planet Jiu Jitsu and now Muay Thai for kids too! We teach Honesty, Safety and Respect with a modern touch and believe kids can still be kids while they "" learn to earn"" their ranks at Blue Dragon. Our 2000+ sqft studio in Burbank, Ca. opened in 2008 and offers something for every kid: Karate, Jiu Jitsu, Arnis, Muay Thai, Wrestling, fitness, Parent's Night Out, a climbing wall and more , in an environment for the whole family. Last but certainly not least, we are honest and upfront about all policies and costs! No hidden ""sign-up"" or membership fees, no hard sell tactics, no up sells, no contracts, just effective Martial Arts in a great space, with an awesome curriculum JUST for kids. Come try a free class today! (ask Sensei Kim about what makes us different and why she decided to open her own school).","CA",4,16,"YES","YES",,"Martial Arts",,,,75,"per_month","phone","https://www.facebook.com/groups/128940730494961/","N","http://bdmartialarts.com/images/allpages/BDlogo.png","http://bdmartialarts.com/images/bdclass/slider/3.jpg"
"United Studios of Self Defense","http://ussd.com",,"30824 Coast Highway","Laguna Beach",92651,"949-499-5768","Martial Arts training at USSD is not just about physical fitness or self-defense. Our students develop a range of skills that enable them to succeed in all areas of life. This is particularly important for children, who need the guidance and support of parents and others to develop the skills they need to become capable and balanced adults. Along with improved coordination, flexibility, strength, and endurance, our students develop better concentration skills, a sense of calmness, and a deep respect for themselves and others, in an environment where the camaraderie created by shared challenges creates a sense of trust and a recognition of individual achievement. Students advance at their own pace, without the pressure that is often such a part of team sports.","CA",4,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/USSDHQ","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/421022_232315433519696_702255351_n.jpg?oh=793bb6e501b15614bbfe40a794c7dbe4&oe=550C8C11","http://ussd.com/wp-content/uploads/2014/09/web_title.png"
"United Studios of Self Defense","http://ussd.com",,"31882 Del Obispo Street Suite 15A","San Juan Capistrano",92675,"949-248-8148","Martial Arts training at USSD is not just about physical fitness or self-defense. Our students develop a range of skills that enable them to succeed in all areas of life. This is particularly important for children, who need the guidance and support of parents and others to develop the skills they need to become capable and balanced adults. Along with improved coordination, flexibility, strength, and endurance, our students develop better concentration skills, a sense of calmness, and a deep respect for themselves and others, in an environment where the camaraderie created by shared challenges creates a sense of trust and a recognition of individual achievement. Students advance at their own pace, without the pressure that is often such a part of team sports.","CA",4,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/USSDHQ","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/421022_232315433519696_702255351_n.jpg?oh=793bb6e501b15614bbfe40a794c7dbe4&oe=550C8C11","http://ussd.com/wp-content/uploads/2014/09/web_title.png"
"Karate One","http://www.k-onefitness.com","SD@kirealm.com","2001 Van Ness Ave Suite 3","San Francisco",94109,"415-474-3322","K-One Fitness is San Francisco’s premier martial arts studio, specializing in Muay Thai kickboxing, boxing, and kids karate. The studio is run by martial arts champions with a passion for the sport and a knack to train anyone at any fitness level to meet their objectives","CA",2.5,13,"YES",,,"Martial Arts",,,,129,"per_month","online",,,"http://static.wixstatic.com/media/376f21_96ce9ca5dfe84f309f4f4eb49c7b4c6d.jpg_srz_384_455_75_22_0.50_1.20_0.00_jpg_srz","http://static.wixstatic.com/media/376f21_65236157a44496f19a3860f5cc8d9dce.jpg_srz_976_553_75_22_0.50_1.20_0.00_jpg_srz"
"Order of the Dragon","http://www.orderofthedragon.com",,"1720 Sprucehaven","Bakersfield",,"661-588-3217","We teach both children and adults self defense skills, and discipline. We have several different locations. We're open six days a week. No contracts.","CA",,,"YES",,,"Martial Arts",,,,,,,"https://www.facebook.com/orderofthedragonkarate?rf=197832396899790","N",,"https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10448804_737292909671133_835732400060560021_n.jpg?oh=512a4096ab8d98066147cbe47f1b9bed&oe=55109F17"
"Makoto Dojo","http://www.makotodojo.org",,"3026 Telegraph Road","Ventura",93003,"805-641-0447","Class curriculum includes basic discipline, stretching and flexibility training; games that teach a child better motor skills function and coordination; teaching that there is no “try”, you “do” or “do not”; and failing isn’t bad…but if you fail or fall, then you get up and “do” it again…and again until you succeed.  You never give up!; teaching the awareness that would lead a child to flee a stranger, not to open their door, fall for a false story that would lure them into a kidnapping situation; teaching them about the nature of a physical power to power struggle and how to deal with such a situation in a more positive non-resistive way","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/makotodojo.usa/photos_stream","N","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/300356_296731687005016_1269109365_n.jpg?oh=16b899b0503c517b0be457d1382de407&oe=551C3B63&__gda__=1428164394_0168a2da6ac1d6cfb8b9959a974c9240","http://www.makotodojo.org/wp-content/uploads/sites/2/2013/09/article_toddlers_011-300x225.jpg"
"Sky Martial Arts Center","http://www.skymartialarts.net","Y.Kim@skymartialarts.net","5001 Wilshire Blvd #215","Los Angeles",90036,"323-549-0308","Sky Martial Arts Center prides itself on fun, structured classes taught by professionally trained instructors in a safe and positive environment. We have programs designed for the whole family, from as young as 3 to 90 years old.","CA",3,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/SkyMartialArtsFamilyCenter/timeline","N","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/183337_129932067078622_6187258_n.jpg?oh=fb03ab3f2ee2ab3b26f71a61652ca311&oe=55134927&__gda__=1426988527_c961e4e3c483d9771b080e75762e5b3c","https://scontent-a-ord.xx.fbcdn.net/hphotos-xap1/t31.0-8/977658_482736405131518_628775716_o.jpg"
"US Taekwondo Team","http://www.ustt.us/contact-us.html","usttlaquinta@yahoo.com","79410 Hightway 111","La Quinta",92253,"760-564-0770","USTT Children’s Taekwondo Program is designed to help your child develop self-discipline, self-esteem, concentration, confidence, and respect that will be vital to succeed in life. The emphasis of USTT Children’s Taekwondo Program is to improve their mental and physical strength and coordination. Research shows that children who practice Martial Arts demonstrate great improvement in school work, self-discipline, self-esteem and behavior. Now is the best time to get your child started off!","CA",,,"YES",,,"Martial Arts",,,,,,"phone",,,"http://nebula.wsimg.com/04cd527a3018f70791ab080b328a6855?AccessKeyId=1A7278ABD536563013D2&disposition=0&alloworigin=1","http://nebula.wsimg.com/b43a5229417255e00ebfd1a6adddab8f?AccessKeyId=1A7278ABD536563013D2&disposition=0&alloworigin=1"
"Poway Mixed Martial Arts","http://powaymartialarts.com","school@powaymartialarts.com","13246 Poway Road","Poway",92064,"858-486-5500","Recognized as one of the top children’s programs around Poway Kenpo Karate has been serving the families of this area for over 30 years. The school is large enough to have separate age and level specific classes, yet small enough to give each student personal attention. With 4 different ages of children’s classes at beginner, intermediate and advanced levels so students are always in a class with others at their same age and level.","CA",4,16,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/PowayMartialArtsAndFitness","N","https://scontent-b-ord.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/155877_391438760948335_147826638_n.jpg?oh=1b359ff933ab1182715b36278632f401&oe=550BA868","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/10383100_652863781472497_7738085168909194405_n.jpg?oh=a4afa016c4f9ea28e400b38c6ac8a2b6&oe=54D8E20C&__gda__=1426856125_c7d3d18b546eabccbb8346bf7c2297e5"
"Academy of Martial Arts","http://fontanakarate.com/Fontana_Karate/Home.html","dojo@fontanakarate.com","7605 Sierra Ave","Fontana",92336,"909-829-1642","In our kids classes we focus on strengthening their Concentration, Co-ordination and Confidence as well as team work and body mechanics. Concurrently, we emphasize Respect and Discipline which are the spirit of Karate-do training. A variety of drills are used to increase focus, listening skills and a positive mental attitude. Our fun and high energy classes are full of excitement.","CA",5,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/fontanakarate","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10417593_736104983122512_7157985004480912121_n.png?oh=7e7d481972ef7661998faabecd26d9f7&oe=55191406","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1381728_571648152901530_1984973496_n.jpg?oh=1a82e7a810a3e0ad92e96943107666f6&oe=551DF485&__gda__=1427539628_5690c8d9717ace09868b15ead677c122"
"Fighting Dragons","http://www.bakersfieldelitemartialarts.com",,"2415 Chester Ave","Bakersfield",93301,"661-472-1884","Bakersfield Elite Martial Arts is Bakersfield's best training academy for martial arts. We offer  MMA / kickboxing, Brazilian JiuJitsu, Combat Kung Fu (San Soo) by David Woods, Tae Kwon Do, and Tai Chi by Glen DelTour.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/BakersfieldEliteMartialArts","Y",,"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xpf1/t31.0-8/1888929_543891485725642_1653575640_o.jpg"
"Team Z Brazillian Jiu Jitsu","http://www.zjiujitsu.com/?page_id=2","zjiujitsu@gmail.com","24502 Lyons Ave","Santa Clarita",91321,"661-544-8728","We are an Official Affiliate of Jean Jacques Machado, offering Brazilian Jiu Jitsu by a Jean Jacques Machado officially Certified Black Belt with over 14 years of experience under Jean Jacques. 
The ""Gentle Art"" as it is called, teaches that a smaller, weaker person can successfully defend against a bigger, stronger assailant by using leverage and proper technique. ","CA",6,15,"YES",,,"Martial Arts",,,,99,"per_month","phone",,,"http://s3-media3.fl.yelpcdn.com/bphoto/yKTTqd_eMAUTKbHY0dYMmA/l.jpg","http://www.zjiujitsu.com/wp-content/uploads/2011/09/271652_1805156857322_1491908904_31491863_5016258_o-202x300.jpg"
"Mixed Grappling Arts Brazillian Jiu Jitsu","http://www.mixedgrapplingarts.com","MGA@MixedGrapplingArts.com","8919 Emerald park","Elk Grove",95624,"209-996-7902","Our Kids Program consists of both Brazilian Jiu Jitsu and Submission Grappling classes that are open to all skill levels. These classes will consist of a challenging warm up designed to improve strength, explosiveness, and overall conditioning and include fundamental grappling techniques. Technical drilling and live training sessions are a part of every class. On occasion, grappling based games will be played to make class fun, yet productive. Advanced kids classes are open to solid gray﻿ belts and up.","CA",7,12,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/MixedGrapplingArts/photos_stream","N","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/315629_535427946484328_925951000_n.png?oh=9446e907d6bf56745587255cda0cd442&oe=550FC82D&__gda__=1427987196_ec4add5fed16e4ae30aab8818cf05dab","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10711055_971705972856521_133880939789391205_n.jpg?oh=be104155eb1791c68b28a39f52b90c4d&oe=54DD3766&__gda__=1423407357_ddba1365c07e0246a211983452834a34"
"Advance Martial Arts Academy","http://www.advancekungfu.com","advancekungfu@gmail.com","19159 Colima Road","Rowland Heights",91748,"626-315-5058","There are 7 levels in Advance Martial Arts Academy Kungfu(Wushu) curriculums that each level has it specific content, you can see your child’s big improvement and achievement after they pass to the next level. Our Competition Team Program incorporates specific content dictated by the standards of the Advance Martial Arts, and International Wushu Federation.","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1146565_605650316141646_1070255199_n.png?oh=ddbafab9b910e61b13165e4e21e5385a&oe=54DB858D&__gda__=1427126436_26cb3f7750f14296a55fdcd44cb091f2","N","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1146565_605650316141646_1070255199_n.png?oh=ddbafab9b910e61b13165e4e21e5385a&oe=54DB858D&__gda__=1427126436_26cb3f7750f14296a55fdcd44cb091f2","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpf1/t31.0-8/1537524_686181374755206_952782414_o.jpg"
"Club TKD Martial Arts","http://www.clubtkd.com","info@clubtkd.com","3675 Old Conejo Road","Newbury Park",91320,"805-499-0919","Club TKD Martial Arts provides the most exciting and innovative Martial Arts Program you and your child will experience in the Thousand Oaks area. Although we honor Martial Arts Traditions that go back centuries, we are dynamic in that we have created new and innovative ways to enthuse and excite our students. Come by and see for yourself!","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/ClubTKD1","Y","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/10616202_724731697564466_5027114191334466900_n.jpg?oh=9c47d3c4e1b8cb093058a5c6f4616a80&oe=54DAB6E8&__gda__=1426776665_61406db93ffc94b38c01555daa97d36b","https://scontent-b-atl.xx.fbcdn.net/hphotos-xfp1/t31.0-8/10604568_737853319585637_4930930177429857777_o.jpg"
"Aikido Of Modesto","http://www.aikidoofmodesto.org","aikidoofmodestollc@gmail.com","1317 Oakdale Road Suite 1210","Modesto",95355,"209-526-7237","The primary focus of the children’s program is the development of the self. Body strength and coordination are developed from physical movement. Awareness, concentration, focus and self-esteem are improved. Students develop a sense of center and grounding.","CA",6,18,"YES",,,"Martial Arts",,,,40,"per_month","online","https://www.facebook.com/pages/Aikido-of-Modesto/382439000303","N","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/1913662_382791425303_310769_n.jpg?oh=1bd8915d37a2683d65e2b42b882b8e6a&oe=551CFB95&__gda__=1423145130_17c9a50d723acdfaac61f9e650e4ea5e","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/p417x417/67941_10153364410390304_1268763573_n.jpg?oh=ac93bf468624df4ef65f10433fbb66a1&oe=54D286E0&__gda__=1423511209_7bf4242d0e7d0348a9cd707eb1b48bfe"
"San Jose Judo Academy","http://www.sanjosejudoacademy.com","sjja@sanjosejudoacademy.com","625 Wool Creek Drive F10","San Jose",95112,"408-500-6444","SAN JOSE JUDO ACADEMY is focused on providing high-quality Judo lessons.We will do everything we can to meet your expectations.","CA",,,"YES",,,"Martial Arts",,,,99,"per_month","phone","https://www.facebook.com/SanJoseJudoAcademy","N",,"https://scontent-a-atl.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/1794676_759493507445708_8226890671606320751_n.jpg?oh=0f67a55f66cb0273f1cb9656049528aa&oe=550D18E2"
"Moore's Shou Shu Karate Studio","http://mooresmartialarts.com/blog/locations/","dashifumoore@yahoo.com","2024 Pacific Ave","Stockton",95204,"209-948-2675","Moore’s Shou Shou is an application art. We use the fighting styles ofseven different animals to develop fighting skills. It’s called an application art because we have eliminated all the wasted motion and teach the self-defense application part of the technique. The term Shou Shu means “Fighting ways of the beast” or “Beast Art”. The benefits that are attained by training in Shou Shu are; increased self-confidence, improved physical fitness, increased concentration, discipline, flexibility, Positive reactions in self-defense situation, etc.","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/RealShouShu","Y","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/1910208_186581219605_6138434_n.jpg?oh=9e2d88aca4cedff3ade00c23c8679693&oe=551DC1DF&__gda__=1426516358_2851deaad3284f52da68c2c6d733e043","https://scontent-a-atl.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/p417x417/10570382_10153055744564606_6803055637901868419_n.jpg?oh=9c8e902e8cdac78bcca4ccde661e2bbd&oe=550E4B3A"
"Xtc Extreme Training","http://www.xtcgym.com/#!classes/c1c9t","xtceaglerock@gmail.com","2131 Colorado Blvd","Eagle Rock",90041,"323-259-9009","Xtreme Training Center in Eagle Rock was founded on the concept of one thing: allowing families and communities to have access to quality fitness and martial arts training at an affordable price.  Getting in shape and staying fit shouldn't have to be a daily challenge.  At XTC you'll find that our gym is convenient for you and your family.","CA",6,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/xtcgym","Y","http://static.wixstatic.com/media/6888f3_47e6f2110bb043b3879cdcc8936f8265.png_srz_596_147_75_22_0.50_1.20_0.00_png_srz","https://scontent-a-atl.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/1979737_789708357757187_851987185469128296_n.jpg?oh=b1e2a67350e97caac4fa3762e158b1a4&oe=55162FDA"
"USKO Karate","http://www.uskokarate.com",,"1631 Pomona Road","Corona",92280,"951-335-8683","Since 1972, the United States Karate Organization – Family Training Centers have been bringing the challenge and excitement of our Martial Arts Training Programs to men, women, and children of all ages. Whether your interest in Martial Arts is for self-defense, as a sport, or simply for the love of the art itself, you’ll find the training programs offered here are tailored to meet your individual needs.","CA",4,12,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/pages/USKO/250982179453?sk=timeline","Y","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10702037_10152731730079454_8554302728896528681_n.jpg?oh=4ced7ce5ce21d04c794b62bdce012747&oe=551FFD11&__gda__=1427788660_129fd3ee368ed39c0491f6e78c90febd","https://scontent-a-atl.xx.fbcdn.net/hphotos-xfp1/t31.0-8/775746_10152043705619454_1095527762_o.jpg"
"Aikido of Santa Barbara","http://www.aikidoofsantabarbara.com/schedule.html","aikidoofsantabarbara@gmail.com","121 N. Milpas St #A","Santa Barbara",93103,"805-962-4741","The primary focus of the children’s program is the development of the self. Body strength and coordination are developed from physical movement. Awareness, concentration, focus and self-esteem are improved. Students develop a sense of center and grounding.","CA",4,18,"YES",,,"Martial Arts",,,,70,"per_month","phone","https://www.facebook.com/pages/Aikido-of-Santa-Barbara/53461045024","Y","https://scontent-b-atl.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/424974_10150575171795025_542105740_n.jpg?oh=88b21d197907905e9d382c0dd559056f&oe=5513A962","https://scontent-a-atl.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/1613948_10151997283520025_8530064511462073874_n.jpg?oh=bcbcaeb1e657019de2d09b8d0eea31e5&oe=55053CBC"
"Black Tiger Academy","http://www.blacktigeracademy.com/index.php?page=home","contact@blacktigeracademy.com","548 Main Street Suite C","Watsonville",95076,"831-728-2251","Practicing martial arts develops the mind, body and spirit. Children will develop better self-control and increased confidence, and will learn respect for both self and others. In addition to learning self defense and martial arts techniques, it is the goal of all of the children's programs to teach students how to develop good habits, to learn how to interact well with others, to show self-control and to understand the importance of never initiating violence.","CA",4,13,"YES",,,"Martial Arts",,,,,,"pdf",,,"http://www.blacktigeracademy.com/images/index_tiger_long.jpg","http://farm5.staticflickr.com/4138/4852183444_b9df5ddd03_m.jpg"
"Okinawa-Te Karate","http://okinawa-teav.com",,"45337 Sierra Highway","Lancaster",93534,"661-942-5855","Okinawa Te Karate is a comprehensive combat martial art system, founded by Grand Master Gordon A. Doversola. Okinawa Te Karate was developed with the idea of balance at its core and has developed many elite practitioners that range from military, law enforcement, security professionals, fight scene coordinators, actors, stuntmen, and professional athletes. Okinawa Te Karate is considered by many to be the original mixed martial art and is a highly respected system with a long and acclaimed history in Lancaster.","CA",4,17,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Okinawa-Te-Karate-Organization/131101096915936","Y","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/483252_483323381693704_831967664_n.jpg?oh=c06eeb6133223ffb35bc06f9ab30f17b&oe=5502129D&__gda__=1426811939_a975a879de666eb50950b4245f9d4504","http://okinawa-teav.com/wp-content/uploads/2012/03/IMG_8952_HD_cropped.jpg"
"Watsonville Taekwondo Academy","http://watsonvilletkd.com/?reqp=1&reqr=nzcdYaAhpUWiLzW4YaOvrt==",,"978 E. Lake Ave","Watsonville",95076,"831-722-0963","At Watsonville Taekwondo Academy we u se use Tae Kwon Do to Develop:RESPECT, for myself and others,DISCIPLINE, of mind and body,CONFIDENCE, of heart and spirit.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/watsonvilletkd","N","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/44347_150406724982990_3033566_n.jpg?oh=0988ff604f5a8173ab6e388c311978e6&oe=551ED1A4&__gda__=1426101077_933fb7eb43066ae168de91234f15ea66","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-frc3/v/t1.0-9/1011596_635464746477183_1244484687_n.jpg?oh=48c6bc339b33e7878ea5f37fe3653ec7&oe=55051B60&__gda__=1426306591_88b75a89e7225c2090c050075f622787"
"Kicks Tae Kwon Do, Kick Boxing & MMA","http://www.kickstaekwondo.net","kickstaekwondo01@yahoo.com","17100 Van Buren Blvd","Riverside",92504,"951-776-2829","Provide the finest positive instruction in the mental, physical and character building aspects in the martial arts.",,,,,,,"Martial Arts",,,,,,"Phone","https://scontent-a-atl.xx.fbcdn.net/hphotos-xpa1/t31.0-8/s960x960/53147_100273310137245_455902530_o.jpg","N","http://www.kickstaekwondo.net/flag%20image%20of%20grand%20master%20kit.jpg","http://www.kickstaekwondo.net/flag%20image%20of%20grand%20master%20kit.jpg"
"Yamashita Karate Studio","http://goyamashitakarate.com",,"26825 Jefferson Ave #A","Murrieta",92562,"951-600-7009","Children benefit from the fun, the self-discipline and improved physical fitness that develops through practicing karate","CA",3,18,"YES",,,"Martial Arts",,,,19.95,"per_week","phone","https://www.facebook.com/YamashitaMurrieta","N","https://scontent-a-atl.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/395239_269232499860243_1350189532_n.jpg?oh=564f093d6de33c40a49eec3e328d6d93&oe=550027B1","https://scontent-b-atl.xx.fbcdn.net/hphotos-prn2/t31.0-8/1085141_426991327417692_1961954910_o.jpg"
"3rd Street Boxing Gym","http://www.thirdstreetgym.com","info@thirdstreetgym.com","2576 3r Street","San Francisco",94107,"415-550-8269","Our kids program ranges in ages 4-14, and our dedicated instructors go to lengths to nurture our young talent.  We work with a variety of levels, teaching kids how to warm-up, conditioning drills, boxing technique, and often end sessions with light sparring. We integrate both male and female children and parents have the option to sit and watch, drop em’ off and run, OR to partake  in the adult class that runs concurrent! Bring the little one by for a free trial and let’s build some boxers!!!","CA",4,14,"YES",,,"Martial Arts",,,,85,"per_month","online","https://www.facebook.com/thirdstreetgym","Y","http://www.thirdstreetgym.com/wp-content/uploads/2014/04/kids2-1024x682.jpg","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10408773_10152427209791828_6545118762804028138_n.png?oh=2ff301b9ed89fd8a23dd483cd7756b7e&oe=550F6ED2&__gda__=1427122567_e84e9499c327be118c28b73c3fb657d0"
